"id","remote_path","is_active","created_time","created_by","updated_time","updated_by","extra_info"
1305,/etl/vodafone/10.122.212.12/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1306,/etl/vodafone/10.122.212.13/CME_ConfigurationReport_Task/32962/,true,,,,,
1307,/etl/vodafone/10.122.212.13/ftproot/2G_TRX/,true,,,,,
1308,/etl/vodafone/10.122.212.13/ftproot/btk/,true,,,,,
1309,/etl/vodafone/10.122.212.13/ftproot/TTGReport/,true,,,,,
1310,/etl/vodafone/10.122.212.13/opt/oss/server/var/fileint/cm/Report/,true,,,,,
1311,/etl/vodafone/10.122.212.14/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1312,/etl/vodafone/10.122.212.14/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1313,/etl/vodafone/10.122.212.15/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1314,/etl/vodafone/10.122.212.15/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1315,/etl/vodafone/10.122.212.16/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1316,/etl/vodafone/10.122.212.16/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1317,/etl/vodafone/10.122.212.17/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1318,/etl/vodafone/10.122.212.17/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1319,/etl/vodafone/10.122.212.18/ftproot/2G_TRX/,true,,,,,
1320,/etl/vodafone/10.122.212.18/ftproot/btk/,true,,,,,
1321,/etl/vodafone/10.122.212.18/ftproot/TTGReport/,true,,,,,
1322,/etl/vodafone/10.122.212.18/opt/oss/server/var/fileint/cm/Report/,true,,,,,
1323,/etl/vodafone/10.122.212.23/export/home/omc/var/fileint/fm/,true,,,,,
1324,/etl/vodafone/10.122.212.7/ftproot/2G_TRX/,true,,,,,
1325,/etl/vodafone/10.122.212.7/ftproot/ABID/,true,,,,,
1326,/etl/vodafone/10.122.212.7/ftproot/btk/,true,,,,,
1327,/etl/vodafone/10.122.212.7/ftproot/TTGReport/,true,,,,,
1328,/etl/vodafone/10.122.212.7/opt/oss/server/var/fileint/cm/autoExport/,true,,,,,
1329,/etl/vodafone/10.122.212.7/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1330,/etl/vodafone/10.122.212.7/opt/oss/server/var/fileint/cm/Report/,true,,,,,
1331,/etl/vodafone/10.122.212.8/ftproot/2G_TRX/,true,,,,,
1332,/etl/vodafone/10.122.212.8/ftproot/btk/,true,,,,,
1333,/etl/vodafone/10.122.212.8/ftproot/TTGReport/,true,,,,,
1334,/etl/vodafone/10.122.212.8/opt/oss/server/var/fileint/cm/Report/,true,,,,,
1335,/etl/vodafone/10.122.212.9/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1336,/etl/vodafone/10.122.212.9/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1337,/etl/vodafone/10.122.213.10/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1338,/etl/vodafone/10.122.213.10/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1339,/etl/vodafone/10.122.213.11/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1340,/etl/vodafone/10.122.213.11/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1341,/etl/vodafone/10.122.213.12/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1342,/etl/vodafone/10.122.213.12/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1343,/etl/vodafone/10.122.213.13/CME_ConfigurationReport_Task/33609/,true,,,,,
1344,/etl/vodafone/10.122.213.13/ftproot/2G_TRX/,true,,,,,
1345,/etl/vodafone/10.122.213.13/ftproot/btk/,true,,,,,
1346,/etl/vodafone/10.122.213.13/ftproot/TTGReport/,true,,,,,
1347,/etl/vodafone/10.122.213.13/opt/oss/server/var/fileint/cm/Report/,true,,,,,
1348,/etl/vodafone/10.122.213.14/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1349,/etl/vodafone/10.122.213.14/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1350,/etl/vodafone/10.122.213.15/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1351,/etl/vodafone/10.122.213.15/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1352,/etl/vodafone/10.122.213.16/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
1353,/etl/vodafone/10.122.213.16/opt/oss/server/var/fileint/pmneexport/,true,,,,,
1354,/etl/vodafone/10.122.213.17/opt/oss/server/var/fileint/cm/GExport/,true,,,,,
